,EUR,GBP,INR,AUD,CAD,SGD,CHF,MYR,JPY,CNY,ARS,BHD,BWP,BRL,BND,BGN,CLP,COP,HRK,CZK,DKK,HKD,HUF,ISK,IDR,IRR,ILS,KZT,KRW,KWD,LYD,MUR,MXN,NPR,NZD,NOK,OMR,PKR,PHP,PLN,QAR,RON,RUB,SAR,ZAR,LKR,SEK,TWD,THB,TTD,TRY,AED,VEF
2022-10-13,1.02306,0.881632,82.356908,1.592646,1.375435,1.433333,0.99913,4.689699,147.160572,7.171239,151.309939,0.376,13.42184,5.278663,1.433333,2.000931,938.379322,4614.255386,7.704118,25.164443,7.610016,7.849613,439.545529,143.943049,15369.372776,42445.504159,3.57126,478.052246,1433.07716,0.310061,5.040066,43.857626,19.998506,131.83282,1.780395,10.589954,0.385015,218.898633,59.009764,4.925486,3.64,5.050918,63.933443,3.75,18.285827,365.025147,11.250459,31.890502,38.023869,6.790619,18.559109,3.6725,825544.648046
2022-10-12,1.031863,0.901452,82.267831,1.594573,1.379756,1.435948,0.998078,4.681885,146.893743,7.174244,151.030214,0.376,13.402768,5.293692,1.435948,2.018149,935.036352,4611.402368,7.769912,25.33572,7.67552,7.850151,446.453911,144.741996,15342.328468,42200.359476,3.571668,478.608796,1428.194269,0.310784,5.034435,43.949944,20.031658,131.690231,1.784487,10.779808,0.384542,217.461341,58.899827,5.000087,3.64,5.097716,63.760551,3.75,18.284666,366.214826,11.347219,31.855556,37.980081,6.792023,18.583758,3.6725,825223.185983
2022-10-11,1.025022,0.895476,82.207429,1.580318,1.373996,1.433952,0.994103,4.672291,145.570395,7.161825,150.76695,0.376,13.381214,5.212994,1.433952,2.004768,927.298643,4605.266062,7.718764,25.169888,7.625155,7.850097,440.351661,144.498582,15338.396306,42195.161986,3.572252,477.393789,1430.471387,0.310324,5.019751,43.923235,19.956151,131.593542,1.772922,10.654191,0.385075,217.465192,58.88437,4.968477,3.64,5.062531,64.34551,3.75,18.030999,365.679543,11.267865,31.858487,38.034427,6.775289,18.586233,3.6725,819775.062134
2022-10-10,1.030815,0.905841,82.402369,1.588931,1.374495,1.437973,1.000086,4.650093,145.703677,7.153122,149.185427,0.376,13.373451,5.193565,1.437973,2.016099,938.219888,4609.301346,7.758081,25.275524,7.667817,7.849808,439.733416,145.028425,15313.253694,42320.513692,3.564316,474.437086,1428.899907,0.310557,5.01967,45.948774,19.976707,131.905592,1.798715,10.68932,0.385065,220.893084,58.976742,4.99616,3.64,5.089179,63.117085,3.75,18.116837,365.924281,11.301716,31.813742,37.981854,6.781199,18.58397,3.6725,821863.182161
2022-10-09,1.026575,0.901799,82.815406,1.567035,1.375648,1.43311,0.995222,4.651077,145.569646,7.108592,149.200598,0.376,13.277305,5.202024,1.43311,2.007807,938.266583,4619.667051,7.726763,25.135497,7.63542,7.849725,435.94904,143.647214,15203.639795,42025.297544,3.542833,472.128769,1416.097662,0.311198,4.982989,45.498172,20.048356,132.56676,1.783879,10.717537,0.385102,219.740054,58.926385,4.990707,3.64,5.059269,62.35086,3.75,18.005929,364.188388,11.224991,31.753419,37.623741,6.770081,18.570743,3.6725,819495.007127
2022-10-08,1.026655,0.901422,82.831603,1.567298,1.373856,1.433026,0.994566,4.651033,145.362732,7.113716,149.257859,0.376,13.277305,5.205909,1.433026,2.007963,938.288824,4616.133616,7.726746,25.134786,7.63452,7.849815,435.79464,143.649798,15239.491451,42029.672253,3.546526,472.141196,1411.949584,0.311181,4.982754,45.496428,20.043867,132.592689,1.783784,10.708544,0.385101,219.767939,58.927915,4.989173,3.64,5.064236,62.345655,3.75,18.096037,364.220655,11.226735,31.76877,37.623635,6.770388,18.577722,3.6725,819494.936494
2022-10-07,1.022323,0.899852,82.59808,1.564782,1.369535,1.431317,0.991899,4.650129,145.205682,7.116829,149.196676,0.376,13.279822,5.215727,1.431317,1.99949,941.318315,4619.551938,7.697817,25.01458,7.605553,7.850494,433.672391,143.433211,15282.066795,42213.697105,3.539658,472.212728,1419.622799,0.310388,4.980482,45.390194,20.037679,132.218877,1.777475,10.67596,0.385066,221.855388,58.963883,4.966534,3.64,5.051665,61.794162,3.75,18.093471,365.90403,11.174542,31.712074,37.555197,6.78705,18.588653,3.6725,819530.322647
2022-10-06,1.018879,0.895888,82.114846,1.557739,1.372447,1.428843,0.989355,4.637534,144.876758,7.116277,149.199565,0.376,13.235439,5.203863,1.428843,1.992754,941.772498,4614.540775,7.666576,24.968228,7.581038,7.849897,430.659423,142.388328,15215.253152,42194.492254,3.534139,471.138122,1408.968664,0.310264,4.981827,45.784397,20.105376,131.445339,1.764567,10.680208,0.38509,222.787148,58.845399,4.969686,3.64,5.031925,60.667395,3.75,17.929514,365.992277,11.105921,31.550362,37.379236,6.781602,18.591595,3.6725,819396.909491
2022-10-05,1.013599,0.887287,81.646995,1.54742,1.366558,1.42763,0.984197,4.631164,144.743666,7.116289,148.918577,0.376,13.192926,5.223195,1.42763,1.982428,941.878137,4546.699966,7.626664,24.827982,7.540034,7.849992,426.969294,142.417266,15220.006528,42503.032068,3.544185,470.068229,1420.236767,0.309667,4.989195,45.71237,20.116999,130.696427,1.754264,10.601717,0.385021,223.250247,58.794322,4.895077,3.64,5.00058,60.744265,3.75,17.836007,365.990202,10.992073,31.622162,37.508595,6.765191,18.573197,3.6725,818141.148683
2022-10-04,1.002286,0.87388,81.451499,1.540775,1.355457,1.424656,0.980753,4.645275,144.321465,7.116123,148.576351,0.376,13.230327,5.154568,1.424656,1.960301,933.194699,4494.574197,7.540159,24.584633,7.454357,7.850176,420.371713,142.226766,15190.068607,42399.710351,3.503466,472.211269,1418.971416,0.309459,5.004236,45.651112,19.971722,130.383487,1.742768,10.478806,0.385088,229.072402,58.633544,4.824283,3.64,4.951026,58.9334,3.75,17.627605,366.007983,10.857141,31.662603,37.439678,6.768183,18.578309,3.6725,815698.927272
2022-10-03,1.019629,0.887196,81.564234,1.53811,1.365132,1.431702,0.993042,4.647979,144.498033,7.120949,148.243833,0.376,13.312594,5.18436,1.431702,1.99422,952.807424,4533.960038,7.671407,25.028307,7.582899,7.850149,428.595423,144.673193,15275.645836,42306.040902,3.54911,475.649569,1436.223893,0.309769,5.016702,44.509984,20.035129,130.563948,1.751675,10.712671,0.385062,229.501295,58.897225,4.922227,3.64,5.045328,58.184241,3.75,17.880177,360.023271,11.032393,31.839381,37.872883,6.776952,18.547562,3.6725,818838.869706
2022-10-02,1.020184,0.896315,81.592623,1.556323,1.384204,1.432102,0.988656,4.637838,144.968527,7.10339,147.30879,0.376,13.332826,5.415997,1.432102,1.995306,968.013985,4610.002717,7.676316,25.082703,7.585417,7.849903,431.56905,144.196869,15248.658193,42025.466053,3.558423,476.416248,1440.559202,0.310799,5.045212,46.099662,20.109699,130.609391,1.787,10.885834,0.385102,227.943309,58.781979,4.951737,3.64,5.048193,59.101267,3.75,18.136853,364.179049,11.083284,31.842223,37.8518,6.775012,18.526833,3.6725,816845.035713
2022-10-01,1.020042,0.895387,81.569652,1.559839,1.383634,1.4337,0.987119,4.63747,144.735712,7.112429,147.308186,0.376,13.332826,5.412156,1.4337,1.995028,968.024966,4606.950185,7.675788,25.083855,7.585884,7.849863,431.55614,144.188848,15250.637738,42080.975767,3.56321,476.458835,1438.529591,0.310573,5.049818,45.997307,20.129944,130.572621,1.78744,10.879723,0.385068,228.032071,58.79004,4.951666,3.64,5.050206,59.328592,3.75,18.099842,364.179049,11.092459,31.846825,37.85266,6.776418,18.503267,3.6725,816845.039181
2022-09-30,1.021677,0.898448,81.38356,1.553622,1.375103,1.434735,0.98435,4.636509,144.715574,7.115939,147.316542,0.376,13.332862,5.398092,1.434735,1.998227,965.901309,4597.522206,7.685767,25.118138,7.596986,7.849969,431.42553,144.351289,15277.628723,42477.175289,3.566815,476.672431,1436.117519,0.309978,5.059743,45.711519,20.1049,130.274733,1.7724,10.872641,0.385005,228.10112,58.738119,4.957009,3.64,5.055525,59.616707,3.75,18.070353,365.471854,11.122885,31.79168,37.732783,6.788173,18.535192,3.6725,816959.962222
2022-09-29,1.02296,0.904977,81.53837,1.54086,1.369885,1.434715,0.979608,4.63569,144.441536,7.125593,147.084303,0.376,13.347002,5.393573,1.434715,2.000736,972.871521,4532.368201,7.69924,25.120067,7.606957,7.849623,430.443308,143.518764,15182.613933,42450.546736,3.559237,477.232025,1427.519288,0.310024,4.997628,45.183554,20.150219,130.522545,1.752089,10.719809,0.385033,231.438669,58.509824,4.964615,3.64,5.062304,57.562276,3.75,17.981583,363.991076,11.184114,31.707745,37.945704,6.793665,18.49911,3.6725,813601.505982
2022-09-28,1.032969,0.923935,81.578327,1.53633,1.365536,1.437041,0.976043,4.628581,144.193285,7.196971,146.833866,0.376,13.407686,5.365732,1.437041,2.020311,960.71147,4482.434219,7.778302,25.465365,7.681637,7.849342,427.611206,144.692092,15209.590909,42385.256596,3.522992,477.860274,1430.905478,0.310382,5.059864,45.313904,20.308991,130.586506,1.754392,10.73503,0.385033,231.539061,58.908055,4.973776,3.64,5.109885,58.290356,3.75,17.863853,363.988153,11.236617,31.758945,37.97166,6.801439,18.525337,3.6725,812359.522574
2022-09-27,1.038966,0.928469,81.627419,1.550507,1.372994,1.437496,0.988768,4.610739,144.640457,7.17603,146.557159,0.376,13.350475,5.359692,1.437496,2.032041,979.699765,4550.901137,7.826052,25.639357,7.727301,7.849962,422.524862,144.950024,15162.570906,42592.644125,3.502376,478.87801,1426.075539,0.310739,5.040004,45.506366,20.312266,130.665091,1.768738,10.776307,0.385033,236.871225,59.142144,4.967918,3.64,5.140085,59.342047,3.75,17.970915,363.989834,11.338789,31.7421,37.975981,6.799289,18.493463,3.6725,809293.911997
2022-09-26,1.039078,0.933255,81.700202,1.546348,1.374294,1.436244,0.992245,4.600304,144.437292,7.127953,146.049926,0.376,13.20707,5.387573,1.436244,2.032261,990.789608,4490.663283,7.821055,25.610363,7.727097,7.850071,424.52555,144.193459,15150.2691,42234.319394,3.517758,478.383002,1427.067245,0.310448,5.016956,45.194594,20.3696,130.781598,1.764832,10.785041,0.384743,239.052307,59.012238,4.936832,3.64,5.130611,58.136142,3.75,18.078531,364.161964,11.330379,31.833868,37.913428,6.796067,18.471635,3.6725,810328.420252
2022-09-25,1.031273,0.92132,81.235466,1.530261,1.360545,1.430585,0.981116,4.579141,143.818372,7.102362,145.431951,0.376,13.139236,5.261602,1.430585,2.016995,967.885646,4438.511389,7.761301,25.401889,7.67289,7.849546,419.165762,144.295884,15067.151443,42026.3517,3.510597,481.900065,1422.309554,0.309551,4.998654,44.898559,20.169307,130.037673,1.740799,10.645487,0.384797,239.579692,58.759464,4.896366,3.64,5.088098,57.86804,3.75,17.903052,361.875935,11.293325,31.827515,37.536265,6.812968,18.413233,3.6725,809925.154538
2022-09-24,1.031888,0.921457,81.27086,1.52879,1.35959,1.430979,0.98181,4.579085,143.353832,7.122027,145.4097,0.376,13.139236,5.256372,1.430979,2.018197,969.16706,4438.714202,7.760331,25.401108,7.673438,7.849825,418.965749,144.291929,15039.918732,42033.140285,3.50382,481.936252,1421.55987,0.309553,4.998354,44.890988,20.191496,130.094329,1.740878,10.60135,0.384801,239.584107,58.757449,4.905085,3.64,5.09533,57.848156,3.75,17.931945,361.875935,11.29676,31.840194,37.536179,6.812841,18.414885,3.6725,809986.945139
2022-09-23,1.028854,0.915696,81.106022,1.528217,1.35809,1.428116,0.981386,4.578435,143.17258,7.128291,145.46251,0.376,13.139319,5.23759,1.428116,2.012263,969.078885,4440.608567,7.738765,25.31434,7.651183,7.849716,418.351113,143.512416,15090.381362,42431.957704,3.508891,482.123061,1419.101249,0.309566,5.000931,44.524447,20.177056,129.830464,1.735334,10.596252,0.385036,239.509149,58.731912,4.886855,3.64,5.083052,58.108268,3.75,17.929729,363.994401,11.259126,31.828645,37.570233,6.797784,18.419231,3.6725,810384.054015
2022-09-22,1.016337,0.887452,81.01359,1.507024,1.349922,1.418776,0.98084,4.566942,142.154281,7.07784,145.156413,0.376,13.109447,5.174894,1.418776,1.987782,944.840727,4373.821302,7.644348,25.06912,7.557665,7.849068,412.953339,142.380059,15029.041604,42495.501217,3.490112,479.259047,1405.751426,0.309505,4.989146,44.528132,19.969702,129.682505,1.711343,10.406002,0.385006,238.418157,58.452678,4.836348,3.64,5.023358,59.794997,3.75,17.586367,360.001144,11.069513,31.599773,37.381485,6.789559,18.344595,3.6725,808545.203954
2022-09-21,1.012314,0.882601,79.9557,1.501607,1.339673,1.415165,0.965416,4.552627,144.150224,7.048799,144.897505,0.376,13.05697,5.179694,1.415165,1.979914,937.396692,4405.715232,7.61223,24.970141,7.527786,7.849904,411.919916,142.010456,15032.29784,42205.103706,3.458925,480.019105,1394.764347,0.309269,4.968619,44.3585,19.999061,127.989088,1.699907,10.31682,0.385003,238.147907,57.909688,4.837595,3.64,5.003207,61.354325,3.75,17.699951,365.00192,11.024391,31.384996,37.160561,6.781718,18.336982,3.6725,802846.47598
2022-09-20,1.000538,0.876994,79.73078,1.491726,1.333884,1.409706,0.963054,4.557421,143.64411,7.017051,144.636379,0.376,13.056934,5.150689,1.409706,1.956883,929.098114,4421.665363,7.523593,24.653486,7.440467,7.849801,400.113641,140.577001,15016.111621,42202.914369,3.449459,476.959789,1392.857715,0.308889,4.95986,43.857243,19.990158,127.629047,1.692731,10.311346,0.38501,238.595504,57.631462,4.734315,3.64,4.944579,60.871889,3.75,17.70535,363.50615,10.867466,31.371949,37.012276,6.775429,18.31428,3.6725,802753.672118
2022-09-19,0.999741,0.877004,79.734937,1.493863,1.32871,1.408639,0.966141,4.53587,143.338713,7.007157,144.343632,0.376,13.107481,5.179134,1.408639,1.955324,922.788356,4406.831594,7.518844,24.512849,7.435322,7.849386,400.326262,140.611816,14994.237876,42243.997749,3.444867,478.12876,1391.847794,0.308957,4.901915,45.122644,20.000898,127.635701,1.684542,10.266145,0.385001,239.687129,57.411397,4.712445,3.64,4.931281,60.198718,3.75,17.724707,363.991658,10.815962,31.384479,36.961972,6.772717,18.301292,3.6725,803919.304975
2022-09-18,0.99831,0.875614,79.705091,1.489456,1.326418,1.406292,0.9647,4.535323,142.954776,6.965449,143.517735,0.376,13.089023,5.261891,1.406292,1.952525,925.426591,4435.199083,7.511597,24.491044,7.423639,7.849169,404.17974,139.701771,14954.80064,42025.353143,3.422339,475.46321,1385.150115,0.310098,4.964984,45.549893,20.047453,127.587924,1.669458,10.193158,0.385047,236.90593,57.341926,4.712222,3.64,4.918412,60.456481,3.75,17.606379,362.041545,10.742445,31.294979,36.862238,6.775502,18.26021,3.6725,803798.086441
2022-09-17,0.998427,0.87557,79.685744,1.488232,1.326536,1.405906,0.964829,4.535336,142.959027,6.979371,143.520022,0.376,13.08965,5.264682,1.405906,1.952754,922.413911,4434.988868,7.513486,24.48895,7.423938,7.849365,404.182763,139.696905,14955.850543,42032.41686,3.423521,475.454146,1385.56968,0.310083,4.964554,45.549315,20.043432,127.556954,1.668985,10.19295,0.385045,236.903311,57.344632,4.708809,3.64,4.914117,60.499866,3.75,17.608011,362.041545,10.699229,31.294937,36.862194,6.775582,18.263746,3.6725,803731.647952
2022-09-16,0.999208,0.876276,79.673404,1.493697,1.327525,1.407321,0.964974,4.534612,143.035787,6.984405,143.494082,0.376,13.020382,5.287704,1.407321,1.954282,923.393405,4429.477786,7.516763,24.516676,7.430179,7.849696,403.91411,139.374494,14989.986931,42269.493546,3.435388,475.625354,1385.424192,0.30907,4.95888,45.566499,20.038529,127.537201,1.674469,10.222916,0.385019,238.798617,57.360753,4.71734,3.64,4.919045,60.603122,3.75,17.677044,365.35785,10.776485,31.302762,36.911683,6.78448,18.284961,3.6725,801712.708584
2022-09-15,1.000952,0.871302,79.816331,1.490403,1.32007,1.409197,0.9606,4.527952,143.533391,6.994801,143.189549,0.376,13.025947,5.235382,1.409197,1.957692,923.754343,4407.725667,7.530598,24.512566,7.443334,7.848817,408.937703,138.453199,14935.435345,42078.707237,3.436565,476.000896,1399.293712,0.309019,4.959446,44.979111,20.066888,127.765992,1.672988,10.158276,0.385009,236.816984,57.325526,4.732122,3.64,4.928074,59.736962,3.75,17.558472,363.011311,10.725425,31.246214,36.94692,6.791174,18.26983,3.6725,801918.883302
2022-09-14,1.000855,0.86478,79.421701,1.480955,1.315346,1.405281,0.961213,4.526873,142.911551,6.962337,142.882024,0.376,13.004177,5.177263,1.405281,1.957501,920.097146,4390.676391,7.526305,24.530252,7.44283,7.848759,405.545342,139.428546,14901.999548,42138.104926,3.424731,473.427687,1391.711717,0.30874,5.02943,45.135092,19.957287,127.134287,1.662859,10.09135,0.384949,235.053017,57.08371,4.720846,3.64,4.930754,59.938764,3.75,17.463574,365.294055,10.691195,31.084581,36.60948,6.784032,18.240041,3.6725,798373.247835
2022-09-13,0.999923,0.867428,79.484069,1.478239,1.312274,1.405781,0.960849,4.507521,144.278072,6.92448,142.576754,0.376,12.925582,5.185568,1.405781,1.95568,917.93513,4426.456054,7.459581,24.53968,7.435656,7.849262,398.745442,140.124871,14942.680825,42217.352009,3.422342,472.486639,1392.334738,0.308829,4.936085,45.206566,20.069874,127.234124,1.662777,10.064486,0.384885,234.002546,57.03763,4.72177,3.64,4.920648,60.393045,3.75,17.388518,364.480119,10.643258,31.116444,36.562963,6.779255,18.251126,3.6725,796907.237826
2022-09-12,0.98779,0.855106,79.372902,1.452485,1.297896,1.395609,0.952177,4.498777,142.449591,6.92625,142.271893,0.376,12.927599,5.110372,1.395609,1.931949,900.884787,4357.864899,7.432556,24.211413,7.345631,7.848974,392.796621,139.206221,14855.938189,42344.49367,3.366477,472.993761,1374.648497,0.308202,4.938382,44.977716,19.80298,127.056173,1.625804,9.8512,0.384972,231.381497,56.743772,4.637577,3.64,4.853877,60.618594,3.75,17.128723,360.05798,10.496169,30.868551,36.275365,6.753585,18.230891,3.6725,798246.302747
2022-09-11,0.990643,0.861978,79.673712,1.466192,1.301457,1.39811,0.958969,4.498471,142.486589,6.922918,141.385575,0.376,12.946212,5.147827,1.39811,1.93753,907.241867,4351.840314,7.491107,24.441123,7.402988,7.84877,394.95475,140.044819,14832.772851,42025.241438,3.411757,472.6053,1379.883418,0.309001,4.946797,45.288355,19.893938,127.537695,1.635227,9.884506,0.385048,225.473071,56.822093,4.667515,3.64,4.874695,60.809856,3.75,17.324606,358.125954,10.628086,30.895804,36.350209,6.764109,18.22953,3.6725,798812.046873
2022-09-10,0.989429,0.862374,79.677743,1.461912,1.303077,1.399445,0.959756,4.497104,142.559646,6.924289,141.21431,0.376,12.946212,5.156557,1.399445,1.935156,907.881902,4353.999855,7.490997,24.446099,7.405523,7.849114,394.897462,140.056055,14832.634033,42037.594491,3.407103,472.661891,1379.776149,0.30897,4.949446,45.230761,19.889569,127.544147,1.63739,9.925592,0.385046,225.518136,56.820737,4.670921,3.64,4.873922,60.785309,3.75,17.238254,358.125954,10.627085,30.894572,36.349925,6.763634,18.233241,3.6725,798730.738622
